type,nb_photo,prix,code.postal,transport.0,transport.1,transport.2,nb_pieces,nb_chambres,surface,lat,lon,url,Latitude_transport.0,Longitude_transport.0,Latitude_transport.1,Longitude_transport.1,Latitude_transport.2,Longitude_transport.2,distance_station_0,distance_station_1,distance_station_2,Cathédrale Notre-Dame de Paris,Basilique du Sacré-Cœur de Montmartre,Musée du Louvre,Tour Eiffel,Centre Pompidou,Musée d’Orsay,Cité des sciences et de l’industrie,Chapelle Notre-Dame de la Médaille miraculeuse,Grand site du Jardin des plantes,Arc de triomphe,Grand Palais,distance_université_plus_près
appartement,8,488000,75015,BRANCION,PORTE DE VANVES,CONVENTION,3,2,45,48.833249,2.303936,/annonces/appartement-paris-15e-75015-r430401109,48.82879196253334,2.30104008985,48.8271083402375,2.30518395937875,48.8371369496,2.29639609016,539.6327563350771,689.6653700059586,701.8184835770707,4027.778850748749,6613.30559868741,3985.2239217642596,2868.779362439549,4680.589286338144,3400.878829026421,9289.0371889751,2402.517229404418,3867.426282860554,4558.629535102826,3713.729519976666,3315.8856294633865
appartement,6,780000,75017,BROCHANT,PONT CARDINET,PORTE DE CLICHY,3,2,59,48.889728,2.318307,/annonces/appartement-paris-17e-75017-r430401149,48.8908648355,2.32049088455,48.88734972035,2.3138414705625,48.8945886309,2.31253516081,203.87682128596438,420.62705308380737,686.4603834719599,4701.198751473771,1837.567447386885,3493.8793734992382,3912.721711884542,4096.049441511391,3373.309016584568,5142.936512856443,4341.692957246607,5435.95761976649,2460.478498585901,2660.976491593551,3754.0220688964414
appartement,6,750000,75015,CAMBRONNE,SEGUR,LA MOTTE-PICQUET-GRENELLE,3,2,60,48.847124,2.303719,/annonces/appartement-paris-15e-75015-r430401315,48.84767896444,2.300816281022,48.8469594723,2.293984852105,48.8490189283,2.29776216071,221.43302131617838,713.3216776671005,484.6775142636116,3452.6919511267697,5271.939869087722,2958.367528827669,1411.6936255176008,3873.0780357850463,2198.405916734761,8207.544355913275,1466.6300423277164,3592.579102665503,3034.590635022327,2208.8566468248987,2100.3292879318715
appartement,7,549000,75015,CAMBRONNE,AVENUE EMILE ZOLA,LA MOTTE-PICQUET-GRENELLE,2,1,46,48.845631,2.300158,/annonces/appartement-paris-15e-75015-r429901116,48.84767896444,2.300816281022,48.8468647021,2.30726884758,48.8490189283,2.29776216071,233.02283266792028,538.7211265435831,415.9805950096145,3742.0872566205912,5555.024844291428,3267.663796667669,1465.7097926838974,4178.2878010636705,2505.152950450973,8513.350993474827,1765.908870996993,3853.8971949192032,3155.79603570409,2450.3154270897207,2113.801780588476
appartement,15,979000,75015,CHARLES MICHELS,JAVEL-ANDRE-CITROEN,JAVEL,3,2,85,48.846401,2.285016,/annonces/appartement-paris-15e-r427301700,48.84641974502857,2.28627880423,48.844613672,2.29380298017,48.84230110304,2.291272331952,92.5329141895007,673.7675633918134,646.8189416908532,4816.574777642531,6186.1810433083665,4215.649149412077,1491.75161123954,5187.481460741631,3396.176825816287,9328.179518788525,2820.725460592619,4962.000092062657,3134.8393025131904,2968.099461637856,1826.9485042356623
appartement,14,970000,75015,CHARLES MICHELS,JAVEL-ANDRE-CITROEN,JAVEL,4,3,84,48.84474,2.282653,/annonces/appartement-paris-15e-75015-r429700380,48.84641974502857,2.28627880423,48.8459638805,2.27781512635,48.8459458249,2.277655142075,324.8365841048469,379.70066655546185,389.96673096681053,5018.361418793407,6439.468598500997,4448.320734057454,1737.2834507411085,5410.1378733088495,3634.4056600045196,9577.12799839205,3027.4161216658263,5138.795650858736,3357.4488821806162,3221.3566807226293,2034.5027992126284
appartement,0,650000,75015,CHARLES MICHELS,COMMERCE,FELIX FAURE,2,1,57,48.845242,2.288901,/annonces/appartement-paris-15e-75015-r430400952,48.84641974502857,2.28627880423,48.8459638805,2.27781512635,48.8459458249,2.277655142075,232.57239235065654,816.0981531630026,827.5696144395207,4558.2524932676015,6091.868581364028,4010.404441700249,1506.0768729911383,4960.201699641562,3207.3789569139312,9178.357916957992,2569.295545424883,4679.441724610963,3208.3657486415354,2888.054788315925,1948.558956307943
studio,5,150000,75011,CHARONNE,FAIDHERBE,RUE DES BOULETS,1,0,11,48.853249,2.385224,/annonces/appartement-paris-11e-75011-r430401329,48.85442011246666,2.38563578687,48.85398702405,2.38230770888,48.85219562573333,2.389401621783333,133.81128185876742,228.86281520956234,327.7000574986159,2580.2111702677275,4848.312857762291,3566.786036508717,6668.377167396965,2534.0942298624864,4358.698358565325,4735.678745064395,4571.138139313741,2495.616770834967,6988.802008885214,5536.2729159831915,2573.968527252338
appartement,9,795000,75010,CHATEAU D'EAU,JACQUES BONSERGENT,STRASBOURG - SAINT-DENIS,2,1,60,48.871317,2.356862,/annonces/appartement-paris-10e-75010-r430401154,48.8723957312,2.3560697711799996,48.87101534735,2.36074226324,48.8683382789,2.35386134295,133.36011652950077,286.0938275893138,397.7777534225787,2100.052156372819,2000.121773010385,1784.3237229064005,4792.567015632927,1236.402352939991,2554.741152179882,3547.7338553889545,3372.0704342805548,2782.302178656306,4535.031071064785,3318.669889069593,2530.582343361321
appartement,12,575000,75010,CHATEAU LANDON,GARE DE L'EST (VERDUN),LA FAYETTE - DUNKERQUE,2,1,48,48.876576,2.362658,/annonces/appartement-paris-10e-r426700660,48.88017748285,2.3627063736333334,48.8764170529,2.35898704646,48.879640708733334,2.35769845848,400.93087820094144,269.34363386912565,498.22375640997774,2783.3552844552337,1834.2629787017358,2490.501490985934,5391.428468917968,1929.2906986958087,3227.5078473328076,2826.8805831189543,4083.038245652123,3429.036579320226,4960.638003689555,3870.5914203829216,3247.9227517174613
appartement,11,695000,75018,CHATEAU ROUGE,MARCADET - POISSONNIERS,MARX-DORMOY,4,3,79,48.888447,2.35395,/annonces/appartement-paris-18e-75018-r429500407,48.8875536061,2.3494837515299998,48.883767742875,2.349447653865,48.891431467083336,2.35050231894,341.7054129920366,616.3956731718926,417.1997318001583,3956.5274301817526,820.971667886121,3254.911551077125,5499.046315271262,3102.7084587886566,3755.1196043195187,2619.7757923474583,4762.609034927688,4673.684389903305,4611.536021162713,3935.3556083399685,4253.231114311333
appartement,6,420000,75018,CHATEAU ROUGE,BARBES - ROCHECHOUART,MARCADET - POISSONNIERS,2,1,40,48.886979,2.349004,/annonces/appartement-paris-18e-75018-r430401039,48.8875536061,2.3494837515299998,48.891431467083336,2.35050231894,48.8903740812,2.35979700867,72.97036045297277,507.634259360433,875.7470853928156,3783.2279800793176,438.78386885853763,2985.7599297606475,5113.403760030058,2948.3783343370883,3430.69303266485,3014.964626517679,4452.737461371551,4517.776693204127,4215.178538388546,3552.7225042055557,4021.88559266826
appartement,12,1060000,75001,CHATELET-LES HALLES,LOUVRE - RIVOLI,ETIENNE MARCEL,3,2,86,48.863457,2.343211,/annonces/appartement-paris-1er-75001-r430400833,48.8614637106,2.3468441316,48.86095356302,2.34065726838,48.8637103665,2.34898319613,346.45042800688685,335.6184646769126,423.64925983354124,1265.8147238390732,2599.216019044435,458.4744352885074,3614.064296154074,749.6299226864015,1279.9053192370811,4864.593791946027,2044.1901462749024,2015.9303477793953,3709.936527750747,2289.138091366879,1369.3255714531963
appartement,8,430000,75013,CHEVALERET,NATIONALE,CAMPO-FORMIO,2,1,48,48.833027,2.366262,/annonces/appartement-paris-13e-75013-r430300872,48.8349649707,2.36809134588,48.830128327375,2.364021266715,48.8355512167,2.35875209519,253.9870039261644,362.0533773606886,617.8784271531173,2522.4674855962376,6224.011419054566,3751.935837435749,5960.584783456634,3230.459372619293,4172.564895252321,7161.267524619467,3743.598891296484,1794.2909295711881,6913.528702308456,5410.602210474357,1116.8973532054717
appartement,11,945000,75013,CITE UNIVERSITAIRE,STADE CHARLETY - PORTE DE GENTILLY,POTERNE DES PEUPLIERS,4,3,95,48.824417,2.343009,/annonces/appartement-paris-13e-75013-r430400382,48.8207527393,2.3393847611125,48.81961423594,2.344675064892,48.82040211056667,2.351697790248333,486.7682920080265,548.4088339217507,778.0050257816474,3222.8102812927086,6945.08946253311,4105.052272809618,5179.253285294296,4086.231581721153,4131.114717404479,8596.76092817956,3289.38410227188,2556.5835466629374,6522.53233553214,5165.341981508631,2512.80613316852
appartement,10,598000,75010,COLONEL FABIEN,BOLIVAR,BELLEVILLE,2,1,54,48.876077,2.371129,/annonces/appartement-paris-10e-75010-r430100239,48.87814588443333,2.3707195518866664,48.8807901228,2.37415512666,48.872296038275,2.377538107905,232.2498324009768,569.5192534187595,630.3570558314741,2998.908535066582,2379.5238678370774,2938.891860026375,5951.557115632146,2199.4165977781345,3725.033738043954,2513.503262468546,4511.212044409491,3560.0887788493155,5576.959248552354,4452.15558614799,3551.3127808599793
